MONSTER_TYPEID,NAME,CLASS,HP,ATK,DEF,RECOVER,VIOLENCE,STATUS_POISON,STATUS_WEAK,STATUS_SICK,STATUS_HURT,STATUS_PARALYSIS,STATUS_CURSE,SPARK_COIN,SPARK_SOUL,SKILL_BASE,ACTION_CNT_MIN,ACTION_CNT,AI,CATCH_ID,CATCH_RATE,CATCH_LEVEL_MIN,CATCH_LEVEL_MAX,IS_BOSS,
91421,914211,2,4331,899,340,374,500,0,0,0,0,0,0,336,168,46000,1,2,0,10095,2500,1,3,0,
91422,914221,4,3898,1034,340,374,500,0,0,0,0,0,0,336,168,46001,1,2,0,10104,2500,1,3,0,
91423,914231,4,4981,944,374,337,500,0,0,0,0,0,0,336,168,46000,1,2,0,10104,2500,1,3,0,
91424,914241,4,4981,1034,442,412,500,0,0,0,0,0,0,336,168,46001,1,2,0,10122,2500,1,3,0,
91425,914251,4,5197,1079,408,487,500,0,0,0,0,0,0,336,168,46000,1,2,0,10122,2500,1,3,0,
91426,914261,5,4331,899,340,374,500,0,0,0,0,0,0,336,168,46001,1,2,0,10107,2500,1,3,0,
91427,914271,6,3898,1034,340,374,500,0,0,0,0,0,0,336,168,46000,1,2,0,10110,2500,1,3,0,
91428,914281,6,4981,944,374,337,500,0,0,0,0,0,0,336,168,46001,1,2,0,10146,2500,1,3,0,
91429,914291,6,4981,1034,442,412,500,0,0,0,0,0,0,340,170,46000,1,2,0,10146,2500,1,3,0,
91430,914301,5,5197,1079,408,487,500,0,0,0,0,0,0,340,170,46001,1,2,0,10143,2500,1,3,0,
91431,914311,6,4331,899,340,374,500,0,0,0,0,0,0,340,170,46000,1,2,0,10110,2500,1,3,0,
91432,914321,5,3898,1034,340,374,500,0,0,0,0,0,0,340,170,46001,1,2,0,10107,2500,1,3,0,
91433,914331,5,4981,944,374,337,500,0,0,0,0,0,0,340,170,46000,1,2,0,10143,2500,1,3,0,
91434,914341,6,4981,1034,442,412,500,0,0,0,0,0,0,340,170,46001,1,2,0,10128,2500,1,3,0,
91435,914351,5,5197,1079,408,487,500,0,0,0,0,0,0,340,170,46000,1,2,0,10143,2500,1,3,0,
91436,914361,1,4331,899,340,374,500,0,0,0,0,0,0,340,170,46001,1,2,0,10098,2500,1,3,0,
91437,914371,1,3898,1034,340,374,500,0,0,0,0,0,0,340,170,46000,1,2,0,10167,2500,1,3,0,
91438,914381,6,4981,944,374,337,500,0,0,0,0,0,0,340,170,46001,1,2,0,10146,2500,1,3,0,
91439,914391,2,4981,1034,442,412,500,0,0,0,0,0,0,340,170,46000,1,2,0,10095,2500,1,3,0,
91440,914401,2,5197,1079,408,487,500,0,0,0,0,0,0,340,170,46001,1,2,0,10131,2500,1,3,0,
91441,914411,3,4418,917,344,378,500,0,0,0,0,0,0,340,170,46000,1,2,0,10137,2500,1,3,0,
91442,914421,3,3976,1054,344,378,500,0,0,0,0,0,0,340,170,46001,1,2,0,10101,2500,1,3,0,
91443,914431,3,5081,962,378,340,500,0,0,0,0,0,0,340,170,46000,1,2,0,10167,2500,1,3,0,
91444,914441,4,5081,1054,447,416,500,0,0,0,0,0,0,340,170,46001,1,2,0,10122,2500,1,3,0,
91445,914451,4,5302,1100,413,492,500,0,0,0,0,0,0,340,170,46000,1,2,0,10104,2500,1,3,0,
91446,914461,1,4418,917,344,378,500,0,0,0,0,0,0,340,170,46001,1,2,0,10167,2500,1,3,0,
91447,914471,4,3976,1054,344,378,500,0,0,0,0,0,0,340,170,46000,1,2,0,10122,2500,1,3,0,
91448,914481,5,5081,962,378,340,500,0,0,0,0,0,0,340,170,46001,1,2,0,10107,2500,1,3,0,
91449,914491,6,5081,1054,447,416,500,0,0,0,0,0,0,340,170,46000,1,2,0,10128,2500,1,3,0,
91450,914501,5,5302,1100,413,492,500,0,0,0,0,0,0,340,170,46001,1,2,0,10143,2500,1,3,0,
91451,914511,1,4418,917,344,378,500,0,0,0,0,0,0,340,170,46000,1,2,0,10098,2500,1,3,0,
91452,914521,2,3976,1054,344,378,500,0,0,0,0,0,0,340,170,46001,1,2,0,10095,2500,1,3,0,
91453,914531,3,5081,962,378,340,500,0,0,0,0,0,0,340,170,46000,1,2,0,10101,2500,1,3,0,
91454,914541,4,5081,1054,447,416,500,0,0,0,0,0,0,340,170,46001,1,2,0,10104,2500,1,3,0,
91455,914551,5,5302,1100,413,492,500,0,0,0,0,0,0,340,170,46000,1,2,0,10110,2500,1,3,0,
91456,914561,6,4418,917,344,378,500,0,0,0,0,0,0,340,170,46001,1,2,0,10107,2500,1,3,0,
91457,914571,3,3976,1054,344,378,500,0,0,0,0,0,0,340,170,46000,1,2,0,10101,2500,1,3,0,
91458,914581,1,5081,962,378,340,500,0,0,0,0,0,0,340,170,46001,1,2,0,10098,2500,1,3,0,
91459,914591,1,5081,1054,447,416,500,0,0,0,0,0,0,340,170,46000,1,2,0,10167,2500,1,3,0,
91460,914601,1,5302,1100,413,492,500,0,0,0,0,0,0,340,170,46001,1,2,0,10167,2500,1,3,0,
91461,914611,3,4418,917,344,378,500,0,0,0,0,0,0,340,170,46000,1,2,0,10104,2500,1,3,0,
91462,914621,2,3976,1054,344,378,500,0,0,0,0,0,0,340,170,46001,1,2,0,10095,2500,1,3,0,
91463,914631,2,5081,962,378,340,500,0,0,0,0,0,0,340,170,46000,1,2,0,10131,2500,1,3,0,
91464,914641,3,5081,1054,447,416,500,0,0,0,0,0,0,340,170,46001,1,2,0,10137,2500,1,3,0,
91465,914651,2,5302,1100,413,492,500,0,0,0,0,0,0,340,170,46000,1,2,0,10131,2500,1,3,0,
91466,914661,1,4483,930,345,380,500,0,0,0,0,0,0,340,170,46001,1,2,0,10098,2500,1,3,0,
91467,914671,3,4034,1070,345,380,500,0,0,0,0,0,0,340,170,46000,1,2,0,10101,2500,1,3,0,
91468,914681,3,5155,977,380,342,500,0,0,0,0,0,0,340,170,46001,1,2,0,10137,2500,1,3,0,
91469,914691,3,5155,1070,449,418,500,0,0,0,0,0,0,340,170,46000,1,2,0,10167,2500,1,3,0,
91470,914701,4,5379,1116,414,494,500,0,0,0,0,0,0,340,170,46001,1,2,0,10122,2500,1,3,0,
91471,914711,2,4483,930,345,380,500,0,0,0,0,0,0,340,170,46000,1,2,0,10095,2500,1,3,0,
91472,914721,4,4034,1070,345,380,500,0,0,0,0,0,0,340,170,46001,1,2,0,10104,2500,1,3,0,
91473,914731,4,5155,977,380,342,500,0,0,0,0,0,0,340,170,46000,1,2,0,10104,2500,1,3,0,
91474,914741,4,5155,1070,449,418,500,0,0,0,0,0,0,340,170,46001,1,2,0,10122,2500,1,3,0,
91475,914751,4,5379,1116,414,494,500,0,0,0,0,0,0,340,170,46000,1,2,0,10122,2500,1,3,0,
91476,914761,5,4483,930,345,380,500,0,0,0,0,0,0,340,170,46001,1,2,0,10107,2500,1,3,0,
91477,914771,6,4034,1070,345,380,500,0,0,0,0,0,0,340,170,46000,1,2,0,10110,2500,1,3,0,
91478,914781,6,5155,977,380,342,500,0,0,0,0,0,0,340,170,46001,1,2,0,10146,2500,1,3,0,
91479,914791,6,5155,1070,449,418,500,0,0,0,0,0,0,340,170,46000,1,2,0,10146,2500,1,3,0,
91480,914801,5,5379,1116,414,494,500,0,0,0,0,0,0,340,170,46001,1,2,0,10143,2500,1,3,0,
91481,914811,6,4483,930,345,380,500,0,0,0,0,0,0,340,170,46000,1,2,0,10110,2500,1,3,0,
91482,914821,5,4034,1070,345,380,500,0,0,0,0,0,0,340,170,46001,1,2,0,10107,2500,1,3,0,
91483,914831,5,5155,977,380,342,500,0,0,0,0,0,0,343,172,46000,1,2,0,10143,2500,1,3,0,
91484,914841,6,5155,1070,449,418,500,0,0,0,0,0,0,343,172,46001,1,2,0,10128,2500,1,3,0,
91485,914851,5,5379,1116,414,494,500,0,0,0,0,0,0,343,172,46000,1,2,0,10143,2500,1,3,0,
91486,914861,1,4571,948,349,384,500,0,0,0,0,0,0,343,172,46001,1,2,0,10098,2500,1,3,0,
91487,914871,1,4113,1090,349,384,500,0,0,0,0,0,0,343,172,46000,1,2,0,10167,2500,1,3,0,
91488,914881,6,5256,995,384,345,500,0,0,0,0,0,0,343,172,46001,1,2,0,10146,2500,1,3,0,
91489,914891,2,5256,1090,453,422,500,0,0,0,0,0,0,343,172,46000,1,2,0,10095,2500,1,3,0,
91490,914901,2,5485,1138,419,499,500,0,0,0,0,0,0,343,172,46001,1,2,0,10131,2500,1,3,0,
91491,914911,3,4571,948,349,384,500,0,0,0,0,0,0,343,172,46000,1,2,0,10137,2500,1,3,0,
91492,914921,3,4113,1090,349,384,500,0,0,0,0,0,0,343,172,46001,1,2,0,10101,2500,1,3,0,
91493,914931,3,5256,995,384,345,500,0,0,0,0,0,0,343,172,46000,1,2,0,10167,2500,1,3,0,
91494,914941,4,5256,1090,453,422,500,0,0,0,0,0,0,343,172,46001,1,2,0,10122,2500,1,3,0,
91495,914951,4,5485,1138,419,499,500,0,0,0,0,0,0,343,172,46000,1,2,0,10104,2500,1,3,0,
91496,914961,1,4571,948,349,384,500,0,0,0,0,0,0,343,172,46001,1,2,0,10167,2500,1,3,0,
91497,914971,4,4113,1090,349,384,500,0,0,0,0,0,0,343,172,46000,1,2,0,10122,2500,1,3,0,
91498,914981,5,5256,995,384,345,500,0,0,0,0,0,0,343,172,46001,1,2,0,10107,2500,1,3,0,
91499,914991,6,5256,1090,453,422,500,0,0,0,0,0,0,343,172,46000,1,2,0,10128,2500,1,3,0,
91500,915001,5,5485,1138,419,499,500,0,0,0,0,0,0,343,172,46001,1,2,0,10143,2500,1,3,0,
91501,915011,1,4571,948,349,384,500,0,0,0,0,0,0,343,172,46000,1,2,0,10098,2500,1,3,0,
91502,915021,2,4113,1090,349,384,500,0,0,0,0,0,0,343,172,46001,1,2,0,10095,2500,1,3,0,
91503,915031,3,5256,995,384,345,500,0,0,0,0,0,0,343,172,46000,1,2,0,10101,2500,1,3,0,
91504,915041,4,5256,1090,453,422,500,0,0,0,0,0,0,343,172,46001,1,2,0,10104,2500,1,3,0,
91505,915051,5,5485,1138,419,499,500,0,0,0,0,0,0,343,172,46000,1,2,0,10110,2500,1,3,0,
91506,915061,6,4571,948,349,384,500,0,0,0,0,0,0,343,172,46001,1,2,0,10107,2500,1,3,0,
91507,915071,3,4113,1090,349,384,500,0,0,0,0,0,0,343,172,46000,1,2,0,10101,2500,1,3,0,
91508,915081,1,5256,995,384,345,500,0,0,0,0,0,0,343,172,46001,1,2,0,10098,2500,1,3,0,
91509,915091,1,5256,1090,453,422,500,0,0,0,0,0,0,343,172,46000,1,2,0,10167,2500,1,3,0,
91510,915101,1,5485,1138,419,499,500,0,0,0,0,0,0,343,172,46001,1,2,0,10167,2500,1,3,0,
91511,915111,3,4636,962,350,385,500,0,0,0,0,0,0,343,172,46000,1,2,0,10104,2500,1,3,0,
91512,915121,2,4172,1106,350,385,500,0,0,0,0,0,0,343,172,46001,1,2,0,10095,2500,1,3,0,
91513,915131,2,5331,1010,385,347,500,0,0,0,0,0,0,343,172,46000,1,2,0,10131,2500,1,3,0,
91514,915141,3,5331,1106,456,424,500,0,0,0,0,0,0,343,172,46001,1,2,0,10137,2500,1,3,0,
91515,915151,2,5563,1154,421,501,500,0,0,0,0,0,0,343,172,46000,1,2,0,10131,2500,1,3,0,
91516,915161,1,4636,962,350,385,500,0,0,0,0,0,0,343,172,46001,1,2,0,10098,2500,1,3,0,
91517,915171,3,4172,1106,350,385,500,0,0,0,0,0,0,343,172,46000,1,2,0,10101,2500,1,3,0,
91518,915181,3,5331,1010,385,347,500,0,0,0,0,0,0,343,172,46001,1,2,0,10137,2500,1,3,0,
91519,915191,3,5331,1106,456,424,500,0,0,0,0,0,0,343,172,46000,1,2,0,10167,2500,1,3,0,
91520,915201,4,5563,1154,421,501,500,0,0,0,0,0,0,343,172,46001,1,2,0,10122,2500,1,3,0,
91521,915211,2,4636,962,350,385,500,0,0,0,0,0,0,343,172,46000,1,2,0,10095,2500,1,3,0,
91522,915221,4,4172,1106,350,385,500,0,0,0,0,0,0,343,172,46001,1,2,0,10104,2500,1,3,0,
91523,915231,4,5331,1010,385,347,500,0,0,0,0,0,0,343,172,46000,1,2,0,10104,2500,1,3,0,
91524,915241,4,5331,1106,456,424,500,0,0,0,0,0,0,343,172,46001,1,2,0,10122,2500,1,3,0,
91525,915251,4,5563,1154,421,501,500,0,0,0,0,0,0,343,172,46000,1,2,0,10122,2500,1,3,0,
91526,915261,5,4636,962,350,385,500,0,0,0,0,0,0,343,172,46001,1,2,0,10107,2500,1,3,0,
91527,915271,6,4172,1106,350,385,500,0,0,0,0,0,0,343,172,46000,1,2,0,10110,2500,1,3,0,
91528,915281,6,5331,1010,385,347,500,0,0,0,0,0,0,343,172,46001,1,2,0,10146,2500,1,3,0,
91529,915291,6,5331,1106,456,424,500,0,0,0,0,0,0,343,172,46000,1,2,0,10146,2500,1,3,0,
91530,915301,5,5563,1154,421,501,500,0,0,0,0,0,0,343,172,46001,1,2,0,10143,2500,1,3,0,
91531,915311,6,4636,962,350,385,500,0,0,0,0,0,0,347,174,46000,1,2,0,10110,2500,1,3,0,
91532,915321,5,4172,1106,350,385,500,0,0,0,0,0,0,347,174,46001,1,2,0,10107,2500,1,3,0,
91533,915331,5,5331,1010,385,347,500,0,0,0,0,0,0,347,174,46000,1,2,0,10143,2500,1,3,0,
91534,915341,6,5331,1106,456,424,500,0,0,0,0,0,0,347,174,46001,1,2,0,10128,2500,1,3,0,
91535,915351,5,5563,1154,421,501,500,0,0,0,0,0,0,347,174,46000,1,2,0,10143,2500,1,3,0,
91536,915361,1,4725,980,354,389,500,0,0,0,0,0,0,347,174,46001,1,2,0,10098,2500,1,3,0,
91537,915371,1,4252,1127,354,389,500,0,0,0,0,0,0,347,174,46000,1,2,0,10167,2500,1,3,0,
91538,915381,6,5434,1029,389,350,500,0,0,0,0,0,0,347,174,46001,1,2,0,10146,2500,1,3,0,
91539,915391,2,5434,1127,460,428,500,0,0,0,0,0,0,347,174,46000,1,2,0,10095,2500,1,3,0,
91540,915401,2,5670,1176,425,506,500,0,0,0,0,0,0,347,174,46001,1,2,0,10131,2500,1,3,0,
91541,915411,3,4725,980,354,389,500,0,0,0,0,0,0,347,174,46000,1,2,0,10137,2500,1,3,0,
91542,915421,3,4252,1127,354,389,500,0,0,0,0,0,0,347,174,46001,1,2,0,10101,2500,1,3,0,
91543,915431,3,5434,1029,389,350,500,0,0,0,0,0,0,347,174,46000,1,2,0,10167,2500,1,3,0,
91544,915441,4,5434,1127,460,428,500,0,0,0,0,0,0,347,174,46001,1,2,0,10122,2500,1,3,0,
91545,915451,4,5670,1176,425,506,500,0,0,0,0,0,0,347,174,46000,1,2,0,10104,2500,1,3,0,
91546,915461,1,4791,993,355,391,500,0,0,0,0,0,0,347,174,46001,1,2,0,10167,2500,1,3,0,
91547,915471,4,4312,1143,355,391,500,0,0,0,0,0,0,347,174,46000,1,2,0,10122,2500,1,3,0,
91548,915481,5,5510,1043,391,352,500,0,0,0,0,0,0,347,174,46001,1,2,0,10107,2500,1,3,0,
91549,915491,6,5510,1143,462,430,500,0,0,0,0,0,0,347,174,46000,1,2,0,10128,2500,1,3,0,
91550,915501,5,5750,1192,426,508,500,0,0,0,0,0,0,347,174,46001,1,2,0,10143,2500,1,3,0,
91551,915511,1,4725,980,354,389,500,0,0,0,0,0,0,347,174,46000,1,2,0,10098,2500,1,3,0,
91552,915521,2,4252,1127,354,389,500,0,0,0,0,0,0,347,174,46001,1,2,0,10095,2500,1,3,0,
91553,915531,3,5434,1029,389,350,500,0,0,0,0,0,0,347,174,46000,1,2,0,10101,2500,1,3,0,
91554,915541,4,5434,1127,460,428,500,0,0,0,0,0,0,347,174,46001,1,2,0,10104,2500,1,3,0,
91555,915551,5,5670,1176,425,506,500,0,0,0,0,0,0,347,174,46000,1,2,0,10110,2500,1,3,0,
91556,915561,6,4725,980,354,389,500,0,0,0,0,0,0,347,174,46001,1,2,0,10107,2500,1,3,0,
91557,915571,3,4252,1127,354,389,500,0,0,0,0,0,0,347,174,46000,1,2,0,10101,2500,1,3,0,
91558,915581,1,5434,1029,389,350,500,0,0,0,0,0,0,347,174,46001,1,2,0,10098,2500,1,3,0,
91559,915591,1,5434,1127,460,428,500,0,0,0,0,0,0,347,174,46000,1,2,0,10167,2500,1,3,0,
91560,915601,1,5670,1176,425,506,500,0,0,0,0,0,0,347,174,46001,1,2,0,10167,2500,1,3,0,
91561,915611,3,4791,993,355,391,500,0,0,0,0,0,0,351,175,46000,1,2,0,10104,2500,1,3,0,
91562,915621,2,4312,1143,355,391,500,0,0,0,0,0,0,351,175,46001,1,2,0,10095,2500,1,3,0,
91563,915631,2,5510,1043,391,352,500,0,0,0,0,0,0,351,175,46000,1,2,0,10131,2500,1,3,0,
91564,915641,3,5510,1143,462,430,500,0,0,0,0,0,0,351,175,46001,1,2,0,10137,2500,1,3,0,
91565,915651,2,5750,1192,426,508,500,0,0,0,0,0,0,351,175,46000,1,2,0,10131,2500,1,3,0,
91566,915661,1,4791,993,355,391,500,0,0,0,0,0,0,351,175,46001,1,2,0,10098,2500,1,3,0,
91567,915671,3,4312,1143,355,391,500,0,0,0,0,0,0,351,175,46000,1,2,0,10101,2500,1,3,0,
91568,915681,3,5510,1043,391,352,500,0,0,0,0,0,0,351,175,46001,1,2,0,10137,2500,1,3,0,
91569,915691,3,5510,1143,462,430,500,0,0,0,0,0,0,351,175,46000,1,2,0,10167,2500,1,3,0,
91570,915701,4,5750,1192,426,508,500,0,0,0,0,0,0,351,175,46001,1,2,0,10122,2500,1,3,0,
91571,915711,2,4881,1012,359,395,500,0,0,0,0,0,0,351,175,46000,1,2,0,10095,2500,1,3,0,
91572,915721,4,4393,1164,359,395,500,0,0,0,0,0,0,351,175,46001,1,2,0,10104,2500,1,3,0,
91573,915731,4,5613,1062,395,355,500,0,0,0,0,0,0,351,175,46000,1,2,0,10104,2500,1,3,0,
91574,915741,4,5613,1164,466,434,500,0,0,0,0,0,0,351,175,46001,1,2,0,10122,2500,1,3,0,
91575,915751,4,5858,1214,430,513,500,0,0,0,0,0,0,351,175,46000,1,2,0,10122,2500,1,3,0,
91576,915761,5,4881,1012,359,395,500,0,0,0,0,0,0,351,175,46001,1,2,0,10107,2500,1,3,0,
91577,915771,6,4393,1164,359,395,500,0,0,0,0,0,0,351,175,46000,1,2,0,10110,2500,1,3,0,
91578,915781,6,5613,1062,395,355,500,0,0,0,0,0,0,351,175,46001,1,2,0,10146,2500,1,3,0,
91579,915791,6,5613,1164,466,434,500,0,0,0,0,0,0,351,175,46000,1,2,0,10146,2500,1,3,0,
91580,915801,5,5858,1214,430,513,500,0,0,0,0,0,0,351,175,46001,1,2,0,10143,2500,1,3,0,
91581,915811,6,5132,1062,370,407,500,0,0,0,0,0,0,351,175,46000,1,2,0,10110,2500,1,3,0,
91582,915821,5,4619,1221,370,407,500,0,0,0,0,0,0,351,175,46001,1,2,0,10107,2500,1,3,0,
91583,915831,5,5902,1115,407,367,500,0,0,0,0,0,0,351,175,46000,1,2,0,10143,2500,1,3,0,
91584,915841,6,5902,1221,481,448,500,0,0,0,0,0,0,351,175,46001,1,2,0,10128,2500,1,3,0,
91585,915851,5,6159,1274,444,530,500,0,0,0,0,0,0,351,175,46000,1,2,0,10143,2500,1,3,0,
91586,915861,1,4636,962,350,385,500,0,0,0,0,0,0,351,175,46001,1,2,0,10098,2500,1,3,0,
91587,915871,1,4172,1106,350,385,500,0,0,0,0,0,0,351,175,46000,1,2,0,10167,2500,1,3,0,
91588,915881,6,5331,1010,385,347,500,0,0,0,0,0,0,351,175,46001,1,2,0,10146,2500,1,3,0,
91589,915891,2,5331,1106,456,424,500,0,0,0,0,0,0,351,175,46000,1,2,0,10095,2500,1,3,0,
91590,915901,2,5563,1154,421,501,500,0,0,0,0,0,0,351,175,46001,1,2,0,10131,2500,1,3,0,
91591,915911,3,4636,962,350,385,500,0,0,0,0,0,0,355,177,46000,1,2,0,10137,2500,1,3,0,
91592,915921,3,4172,1106,350,385,500,0,0,0,0,0,0,355,177,46001,1,2,0,10101,2500,1,3,0,
91593,915931,3,5331,1010,385,347,500,0,0,0,0,0,0,355,177,46000,1,2,0,10167,2500,1,3,0,
91594,915941,4,5331,1106,456,424,500,0,0,0,0,0,0,355,177,46001,1,2,0,10122,2500,1,3,0,
91595,915951,4,5563,1154,421,501,500,0,0,0,0,0,0,355,177,46000,1,2,0,10104,2500,1,3,0,
91596,915961,1,4725,980,354,389,500,0,0,0,0,0,0,355,177,46001,1,2,0,10167,2500,1,3,0,
91597,915971,4,4252,1127,354,389,500,0,0,0,0,0,0,355,177,46000,1,2,0,10122,2500,1,3,0,
91598,915981,5,5434,1029,389,350,500,0,0,0,0,0,0,355,177,46001,1,2,0,10107,2500,1,3,0,
91599,915991,6,5434,1127,460,428,500,0,0,0,0,0,0,355,177,46000,1,2,0,10128,2500,1,3,0,
91600,916001,5,5670,1176,425,506,500,0,0,0,0,0,0,355,177,46001,1,2,0,10143,2500,1,3,0,
91601,916011,1,4725,980,354,389,500,0,0,0,0,0,0,355,177,46000,1,2,0,10098,2500,1,3,0,
91602,916021,2,4252,1127,354,389,500,0,0,0,0,0,0,355,177,46001,1,2,0,10095,2500,1,3,0,
91603,916031,3,5434,1029,389,350,500,0,0,0,0,0,0,355,177,46000,1,2,0,10101,2500,1,3,0,
91604,916041,4,5434,1127,460,428,500,0,0,0,0,0,0,355,177,46001,1,2,0,10104,2500,1,3,0,
91605,916051,5,5670,1176,425,506,500,0,0,0,0,0,0,355,177,46000,1,2,0,10110,2500,1,3,0,
91606,916061,6,4725,980,354,389,500,0,0,0,0,0,0,355,177,46001,1,2,0,10107,2500,1,3,0,
91607,916071,3,4252,1127,354,389,500,0,0,0,0,0,0,355,177,46000,1,2,0,10101,2500,1,3,0,
91608,916081,1,5434,1029,389,350,500,0,0,0,0,0,0,355,177,46001,1,2,0,10098,2500,1,3,0,
91609,916091,1,5434,1127,460,428,500,0,0,0,0,0,0,355,177,46000,1,2,0,10167,2500,1,3,0,
91610,916101,1,5670,1176,425,506,500,0,0,0,0,0,0,355,177,46001,1,2,0,10167,2500,1,3,0,
91611,916111,3,4725,980,354,389,500,0,0,0,0,0,0,355,177,46000,1,2,0,10104,2500,1,3,0,
91612,916121,2,4252,1127,354,389,500,0,0,0,0,0,0,355,177,46001,1,2,0,10095,2500,1,3,0,
91613,916131,2,5434,1029,389,350,500,0,0,0,0,0,0,355,177,46000,1,2,0,10131,2500,1,3,0,
91614,916141,3,5434,1127,460,428,500,0,0,0,0,0,0,355,177,46001,1,2,0,10137,2500,1,3,0,
91615,916151,2,5670,1176,425,506,500,0,0,0,0,0,0,355,177,46000,1,2,0,10131,2500,1,3,0,
91616,916161,1,4725,980,354,389,500,0,0,0,0,0,0,355,177,46001,1,2,0,10098,2500,1,3,0,
91617,916171,3,4252,1127,354,389,500,0,0,0,0,0,0,355,177,46000,1,2,0,10101,2500,1,3,0,
91618,916181,3,5434,1029,389,350,500,0,0,0,0,0,0,355,177,46001,1,2,0,10137,2500,1,3,0,
91619,916191,3,5434,1127,460,428,500,0,0,0,0,0,0,355,177,46000,1,2,0,10167,2500,1,3,0,
91620,916201,4,5670,1176,425,506,500,0,0,0,0,0,0,355,177,46001,1,2,0,10122,2500,1,3,0,
91621,916211,2,4791,993,355,391,500,0,0,0,0,0,0,355,177,46000,1,2,0,10095,2500,1,3,0,
91622,916221,4,4312,1143,355,391,500,0,0,0,0,0,0,355,177,46001,1,2,0,10104,2500,1,3,0,
91623,916231,4,5510,1043,391,352,500,0,0,0,0,0,0,355,177,46000,1,2,0,10104,2500,1,3,0,
91624,916241,4,5510,1143,462,430,500,0,0,0,0,0,0,355,177,46001,1,2,0,10122,2500,1,3,0,
91625,916251,4,5750,1192,426,508,500,0,0,0,0,0,0,355,177,46000,1,2,0,10122,2500,1,3,0,
91626,916261,5,4791,993,355,391,500,0,0,0,0,0,0,355,177,46001,1,2,0,10107,2500,1,3,0,
91627,916271,6,4312,1143,355,391,500,0,0,0,0,0,0,355,177,46000,1,2,0,10110,2500,1,3,0,
91628,916281,6,5510,1043,391,352,500,0,0,0,0,0,0,355,177,46001,1,2,0,10146,2500,1,3,0,
91629,916291,6,5510,1143,462,430,500,0,0,0,0,0,0,355,177,46000,1,2,0,10146,2500,1,3,0,
91630,916301,5,5750,1192,426,508,500,0,0,0,0,0,0,355,177,46001,1,2,0,10143,2500,1,3,0,
91631,916311,6,4791,993,355,391,500,0,0,0,0,0,0,355,177,46000,1,2,0,10110,2500,1,3,0,
91632,916321,5,4312,1143,355,391,500,0,0,0,0,0,0,355,177,46001,1,2,0,10107,2500,1,3,0,
91633,916331,5,5510,1043,391,352,500,0,0,0,0,0,0,355,177,46000,1,2,0,10143,2500,1,3,0,
91634,916341,6,5510,1143,462,430,500,0,0,0,0,0,0,355,177,46001,1,2,0,10128,2500,1,3,0,
91635,916351,5,5750,1192,426,508,500,0,0,0,0,0,0,355,177,46000,1,2,0,10143,2500,1,3,0,
91636,916361,1,4791,993,355,391,500,0,0,0,0,0,0,355,177,46001,1,2,0,10098,2500,1,3,0,
91637,916371,1,4312,1143,355,391,500,0,0,0,0,0,0,355,177,46000,1,2,0,10167,2500,1,3,0,
91638,916381,6,5510,1043,391,352,500,0,0,0,0,0,0,355,177,46001,1,2,0,10146,2500,1,3,0,
91639,916391,2,5510,1143,462,430,500,0,0,0,0,0,0,355,177,46000,1,2,0,10095,2500,1,3,0,
91640,916401,2,5750,1192,426,508,500,0,0,0,0,0,0,355,177,46001,1,2,0,10131,2500,1,3,0,
91641,916411,3,4791,993,355,391,500,0,0,0,0,0,0,355,177,46000,1,2,0,10137,2500,1,3,0,
91642,916421,3,4312,1143,355,391,500,0,0,0,0,0,0,355,177,46001,1,2,0,10101,2500,1,3,0,
91643,916431,3,5510,1043,391,352,500,0,0,0,0,0,0,355,177,46000,1,2,0,10167,2500,1,3,0,
91644,916441,4,5510,1143,462,430,500,0,0,0,0,0,0,355,177,46001,1,2,0,10122,2500,1,3,0,
91645,916451,4,5750,1192,426,508,500,0,0,0,0,0,0,358,179,46000,1,2,0,10104,2500,1,3,0,
91646,916461,1,4881,1012,359,395,500,0,0,0,0,0,0,358,179,46001,1,2,0,10167,2500,1,3,0,
91647,916471,4,4393,1164,359,395,500,0,0,0,0,0,0,358,179,46000,1,2,0,10122,2500,1,3,0,
91648,916481,5,5613,1062,395,355,500,0,0,0,0,0,0,358,179,46001,1,2,0,10107,2500,1,3,0,
91649,916491,6,5613,1164,466,434,500,0,0,0,0,0,0,358,179,46000,1,2,0,10128,2500,1,3,0,
91650,916501,5,5858,1214,430,513,500,0,0,0,0,0,0,358,179,46001,1,2,0,10143,2500,1,3,0,
91651,916511,1,4881,1012,359,395,500,0,0,0,0,0,0,358,179,46000,1,2,0,10098,2500,1,3,0,
91652,916521,2,4393,1164,359,395,500,0,0,0,0,0,0,358,179,46001,1,2,0,10095,2500,1,3,0,
91653,916531,3,5613,1062,395,355,500,0,0,0,0,0,0,358,179,46000,1,2,0,10101,2500,1,3,0,
91654,916541,4,5613,1164,466,434,500,0,0,0,0,0,0,358,179,46001,1,2,0,10104,2500,1,3,0,
91655,916551,5,5858,1214,430,513,500,0,0,0,0,0,0,358,179,46000,1,2,0,10110,2500,1,3,0,
91656,916561,6,4881,1012,359,395,500,0,0,0,0,0,0,358,179,46001,1,2,0,10107,2500,1,3,0,
91657,916571,3,4393,1164,359,395,500,0,0,0,0,0,0,358,179,46000,1,2,0,10101,2500,1,3,0,
91658,916581,1,5613,1062,395,355,500,0,0,0,0,0,0,358,179,46001,1,2,0,10098,2500,1,3,0,
